sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"TSPAN9","Approved symbol","TSPAN9","tetraspanin 9","HGNC:21640","12p13.33-p13.32"
"BTBD7","Approved symbol","BTBD7","BTB domain containing 7","HGNC:18269","14q32.12"
"APBA3","Approved symbol","APBA3","amyloid beta precursor protein binding family A member 3","HGNC:580","19p13.3"
"MKS1","Approved symbol","MKS1","MKS transition zone complex subunit 1","HGNC:7121","17q22"
"ABHD5","Approved symbol","ABHD5","abhydrolase domain containing 5, lysophosphatidic acid acyltransferase","HGNC:21396","3p21.33"
"ANOS1","Approved symbol","ANOS1","anosmin 1","HGNC:6211","Xp22.31"
"AKAP8L","Approved symbol","AKAP8L","A-kinase anchoring protein 8 like","HGNC:29857","19p13.12"
"MBTD1","Approved symbol","MBTD1","mbt domain containing 1","HGNC:19866","17q21.33"
"UTP18","Approved symbol","UTP18","UTP18 small subunit processome component","HGNC:24274","17q21.33"
"RNF216","Approved symbol","RNF216","ring finger protein 216","HGNC:21698","7p22.1"
"TTC19","Approved symbol","TTC19","tetratricopeptide repeat domain 19","HGNC:26006","17p12"
"PTBP1","Approved symbol","PTBP1","polypyrimidine tract binding protein 1","HGNC:9583","19p13.3"
"DPF1","Approved symbol","DPF1","double PHD fingers 1","HGNC:20225","19q13.2"
"SYT7","Approved symbol","SYT7","synaptotagmin 7","HGNC:11514","11q12.2"
"LARS2","Approved symbol","LARS2","leucyl-tRNA synthetase 2, mitochondrial","HGNC:17095","3p21.31"
"PIK3C2A","Approved symbol","PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha","HGNC:8971","11p15.1"
"PLAUR","Approved symbol","PLAUR","plasminogen activator, urokinase receptor","HGNC:9053","19q13"
"ANLN","Approved symbol","ANLN","anillin, actin binding protein","HGNC:14082","7p14.2"
"WIZ","Approved symbol","WIZ","WIZ zinc finger","HGNC:30917","19p13.12"
"RABGAP1","Approved symbol","RABGAP1","RAB GTPase activating protein 1","HGNC:17155","9q33.2-q33.3"
"DCN","Approved symbol","DCN","decorin","HGNC:2705","12q21.33"
"QPCTL","Approved symbol","QPCTL","glutaminyl-peptide cyclotransferase like","HGNC:25952","19q13.32"
"PPP5C","Approved symbol","PPP5C","protein phosphatase 5 catalytic subunit","HGNC:9322","19q13.32"
"CEP68","Approved symbol","CEP68","centrosomal protein 68","HGNC:29076","2p14"
"MAP4K3","Approved symbol","MAP4K3","mitogen-activated protein kinase kinase kinase kinase 3","HGNC:6865","2p22.1"
"ZBTB32","Approved symbol","ZBTB32","zinc finger and BTB domain containing 32","HGNC:16763","19q13.12"
"TYROBP","Approved symbol","TYROBP","transmembrane immune signaling adaptor TYROBP","HGNC:12449","19q13.12"
"LDAF1","Approved symbol","LDAF1","lipid droplet assembly factor 1","HGNC:30136","16p12.3"
"GABRA3","Approved symbol","GABRA3","gamma-aminobutyric acid type A receptor subunit alpha3","HGNC:4077","Xq28"
"BRCA1","Approved symbol","BRCA1","BRCA1 DNA repair associated","HGNC:1100","17q21.31"
"ERCC1","Approved symbol","ERCC1","ERCC excision repair 1, endonuclease non-catalytic subunit","HGNC:3433","19q13.32"
"CD22","Approved symbol","CD22","CD22 molecule","HGNC:1643","19q13.12"
"SEMA3B","Approved symbol","SEMA3B","semaphorin 3B","HGNC:10724","3p21.31"
"MBTPS2","Approved symbol","MBTPS2","membrane bound transcription factor peptidase, site 2","HGNC:15455","Xp22.12"
"PRICKLE3","Approved symbol","PRICKLE3","prickle planar cell polarity protein 3","HGNC:6645","Xp11.23"
"LTF","Approved symbol","LTF","lactotransferrin","HGNC:6720","3p21.31"
"EXTL3","Approved symbol","EXTL3","exostosin like glycosyltransferase 3","HGNC:3518","8p21.1"
"NR1H4","Approved symbol","NR1H4","nuclear receptor subfamily 1 group H member 4","HGNC:7967","12q23.1"
"ELOVL5","Approved symbol","ELOVL5","ELOVL fatty acid elongase 5","HGNC:21308","6p12.1"
"ALOX5","Approved symbol","ALOX5","arachidonate 5-lipoxygenase","HGNC:435","10q11.21"
"KDM5D","Approved symbol","KDM5D","lysine demethylase 5D","HGNC:11115","Yq11.223"
"CALCOCO1","Approved symbol","CALCOCO1","calcium binding and coiled-coil domain 1","HGNC:29306","12q13.13"
"UBR7","Approved symbol","UBR7","ubiquitin protein ligase E3 component n-recognin 7","HGNC:20344","14q32.12"
"MAP4K5","Approved symbol","MAP4K5","mitogen-activated protein kinase kinase kinase kinase 5","HGNC:6867","14q22.1"
"EHD3","Approved symbol","EHD3","EH domain containing 3","HGNC:3244","2p23.1"
"PSMC4","Approved symbol","PSMC4","proteasome 26S subunit, ATPase 4","HGNC:9551","19q13.11-q13.13"
"MAN2B2","Approved symbol","MAN2B2","mannosidase alpha class 2B member 2","HGNC:29623","4p16.1"
"SLC7A14","Approved symbol","SLC7A14","solute carrier family 7 member 14","HGNC:29326","3q26.2"
"CLDN11","Approved symbol","CLDN11","claudin 11","HGNC:8514","3q26.2"
"SLC25A39","Approved symbol","SLC25A39","solute carrier family 25 member 39","HGNC:24279","17q21.31"
"MVP","Approved symbol","MVP","major vault protein","HGNC:7531","16p11.2"
"NUB1","Approved symbol","NUB1","negative regulator of ubiquitin like proteins 1","HGNC:17623","7q36.1"
"PGM3","Approved symbol","PGM3","phosphoglucomutase 3","HGNC:8907","6q14.1"
"RWDD2A","Approved symbol","RWDD2A","RWD domain containing 2A","HGNC:21385","6q14.1"
"CLK1","Approved symbol","CLK1","CDC like kinase 1","HGNC:2068","2q33.1"
"POLR3B","Approved symbol","POLR3B","RNA polymerase III subunit B","HGNC:30348","12q23.3"
"ANGEL1","Approved symbol","ANGEL1","angel homolog 1","HGNC:19961","14q24.3"
"RNF14","Approved symbol","RNF14","ring finger protein 14","HGNC:10058","5q31.3"
"DNASE1L1","Approved symbol","DNASE1L1","deoxyribonuclease 1 like 1","HGNC:2957","Xq28"
"DDX11","Approved symbol","DDX11","DEAD/H-box helicase 11","HGNC:2736","12p11.21"
"HEBP1","Approved symbol","HEBP1","heme binding protein 1","HGNC:17176","12p13.1"
"GPRC5A","Approved symbol","GPRC5A","G protein-coupled receptor class C group 5 member A","HGNC:9836","12p13.1"
"MAMLD1","Approved symbol","MAMLD1","mastermind like domain containing 1","HGNC:2568","Xq28"
"CD6","Approved symbol","CD6","CD6 molecule","HGNC:1691","11q12.2"
"TACC3","Approved symbol","TACC3","transforming acidic coiled-coil containing protein 3","HGNC:11524","4p16.3"
"UFL1","Approved symbol","UFL1","UFM1 specific ligase 1","HGNC:23039","6q16.1"
"POLA2","Approved symbol","POLA2","DNA polymerase alpha 2, accessory subunit","HGNC:30073","11q13.1"
"ZC3H3","Approved symbol","ZC3H3","zinc finger CCCH-type containing 3","HGNC:28972","8q24.3"
"CAPN1","Approved symbol","CAPN1","calpain 1","HGNC:1476","11q13.1"
"ACP3","Approved symbol","ACP3","acid phosphatase 3","HGNC:125","3q22.1"
"MDH1","Approved symbol","MDH1","malate dehydrogenase 1","HGNC:6970","2p15"
"SLC30A9","Approved symbol","SLC30A9","solute carrier family 30 member 9","HGNC:1329","4p13"
"MTMR11","Approved symbol","MTMR11","myotubularin related protein 11","HGNC:24307","1q21.2"
"COX15","Approved symbol","COX15","cytochrome c oxidase assembly homolog COX15","HGNC:2263","10q24.2"
"CCDC88C","Approved symbol","CCDC88C","coiled-coil domain containing 88C","HGNC:19967","14q32.11-q32.12"
"YAF2","Approved symbol","YAF2","YY1 associated factor 2","HGNC:17363","12q12"
"ZMYND11","Approved symbol","ZMYND11","zinc finger MYND-type containing 11","HGNC:16966","10p15.3"
"WAS","Approved symbol","WAS","WASP actin nucleation promoting factor","HGNC:12731","Xp11.23"
"DPEP1","Approved symbol","DPEP1","dipeptidase 1","HGNC:3002","16q24.3"
"BID","Approved symbol","BID","BH3 interacting domain death agonist","HGNC:1050","22q11.21"
"MATR3","Approved symbol","MATR3","matrin 3","HGNC:6912","5q31.2"
"NPC1L1","Approved symbol","NPC1L1","NPC1 like intracellular cholesterol transporter 1","HGNC:7898","7p13"
"XYLT2","Approved symbol","XYLT2","xylosyltransferase 2","HGNC:15517","17q21.33"
"RGPD5","Approved symbol","RGPD5","RANBP2 like and GRIP domain containing 5","HGNC:32418","2q13"
"STMN4","Approved symbol","STMN4","stathmin 4","HGNC:16078","8p21.2"
"NUDCD3","Approved symbol","NUDCD3","NudC domain containing 3","HGNC:22208","7p13"
"ISL1","Approved symbol","ISL1","ISL LIM homeobox 1","HGNC:6132","5q11.1"
"CHDH","Approved symbol","CHDH","choline dehydrogenase","HGNC:24288","3p21.1"
"IL20RA","Approved symbol","IL20RA","interleukin 20 receptor subunit alpha","HGNC:6003","6q23.3"
"CLCA1","Approved symbol","CLCA1","chloride channel accessory 1","HGNC:2015","1p22.3"
"CLCA4","Approved symbol","CLCA4","chloride channel accessory 4","HGNC:2018","1p22.3"
"GLT8D1","Approved symbol","GLT8D1","glycosyltransferase 8 domain containing 1","HGNC:24870","3p21.1"
"ATP2C1","Approved symbol","ATP2C1","ATPase secretory pathway Ca2+ transporting 1","HGNC:13211","3q22.1"
"IGF1","Approved symbol","IGF1","insulin like growth factor 1","HGNC:5464","12q23.2"
"SLC38A5","Approved symbol","SLC38A5","solute carrier family 38 member 5","HGNC:18070","Xp11.23"
"RALBP1","Approved symbol","RALBP1","ralA binding protein 1","HGNC:9841","18p11.22"
"RUFY3","Approved symbol","RUFY3","RUN and FYVE domain containing 3","HGNC:30285","4q13.3"
"CNTN1","Approved symbol","CNTN1","contactin 1","HGNC:2171","12q12"
"SLC11A1","Approved symbol","SLC11A1","solute carrier family 11 member 1","HGNC:10907","2q35"
"WWTR1","Approved symbol","WWTR1","WW domain containing transcription regulator 1","HGNC:24042","3q25.1"
"AGPS","Approved symbol","AGPS","alkylglycerone phosphate synthase","HGNC:327","2q31.2"
"STEEP1","Approved symbol","STEEP1","STING1 ER exit protein 1","HGNC:26239","Xq24"
"ATP1A2","Approved symbol","ATP1A2","ATPase Na+/K+ transporting subunit alpha 2","HGNC:800","1q23.2"
"TTC27","Approved symbol","TTC27","tetratricopeptide repeat domain 27","HGNC:25986","2p22.3"
"ZNF582","Approved symbol","ZNF582","zinc finger protein 582","HGNC:26421","19q13.43"
"VSIG2","Approved symbol","VSIG2","V-set and immunoglobulin domain containing 2","HGNC:17149","11q24.2"
"PHLDB1","Approved symbol","PHLDB1","pleckstrin homology like domain family B member 1","HGNC:23697","11q23.3"
"MARCO","Approved symbol","MARCO","macrophage receptor with collagenous structure","HGNC:6895","2q14.2"
"CYP24A1","Approved symbol","CYP24A1","cytochrome P450 family 24 subfamily A member 1","HGNC:2602","20q13.2"
"PRDM11","Approved symbol","PRDM11","PR/SET domain 11","HGNC:13996","11p11.2"
"SYT13","Approved symbol","SYT13","synaptotagmin 13","HGNC:14962","11p11.2"
"SNAI2","Approved symbol","SNAI2","snail family transcriptional repressor 2","HGNC:11094","8q11.21"
"CD74","Approved symbol","CD74","CD74 molecule","HGNC:1697","5q33.1"
"HGF","Approved symbol","HGF","hepatocyte growth factor","HGNC:4893","7q21.11"
"HGF","Alias symbol","IL6","interleukin 6","HGNC:6018","7p15.3"
"HGF","Alias symbol","SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1","HGNC:11187","2p22.1"
"ZRANB1","Approved symbol","ZRANB1","zinc finger RANBP2-type containing 1","HGNC:18224","10q26.13"
"NCDN","Approved symbol","NCDN","neurochondrin","HGNC:17597","1p34.3"
"ADGRA2","Approved symbol","ADGRA2","adhesion G protein-coupled receptor A2","HGNC:17849","8p11.23"
"ZFP64","Approved symbol","ZFP64","ZFP64 zinc finger protein","HGNC:15940","20q13.2"
"MNAT1","Approved symbol","MNAT1","MNAT1 component of CDK activating kinase","HGNC:7181","14q23.1"
"SAMD4A","Approved symbol","SAMD4A","sterile alpha motif domain containing 4A","HGNC:23023","14q22.2"
"RUNX3","Approved symbol","RUNX3","RUNX family transcription factor 3","HGNC:10473","1p36.11"
"MRE11","Approved symbol","MRE11","MRE11 homolog, double strand break repair nuclease","HGNC:7230","11q21"
"PLEKHB1","Approved symbol","PLEKHB1","pleckstrin homology domain containing B1","HGNC:19079","11q13.4"
"SERPINB1","Approved symbol","SERPINB1","serpin family B member 1","HGNC:3311","6p25.2"
"CYP3A43","Approved symbol","CYP3A43","cytochrome P450 family 3 subfamily A member 43","HGNC:17450","7q22.1"
"SLC7A9","Approved symbol","SLC7A9","solute carrier family 7 member 9","HGNC:11067","19q13.11"
"SPAST","Approved symbol","SPAST","spastin","HGNC:11233","2p22.3"
"NRXN3","Approved symbol","NRXN3","neurexin 3","HGNC:8010","14q24.3-q31.1"
"OSBPL5","Approved symbol","OSBPL5","oxysterol binding protein like 5","HGNC:16392","11p15.4"
"AQR","Approved symbol","AQR","aquarius intron-binding spliceosomal factor","HGNC:29513","15q14"
"CPS1","Approved symbol","CPS1","carbamoyl-phosphate synthase 1","HGNC:2323","2q34"
"CPS1","Alias symbol","CYP21A2","cytochrome P450 family 21 subfamily A member 2","HGNC:2600","6p21.33"
"CPS1","Alias symbol","PM20D1","peptidase M20 domain containing 1","HGNC:26518","1q32.1"
"C8B","Approved symbol","C8B","complement C8 beta chain","HGNC:1353","1p32.2"
"FHL1","Approved symbol","FHL1","four and a half LIM domains 1","HGNC:3702","Xq26.3"
"FHL1","Alias symbol","CFH","complement factor H","HGNC:4883","1q31.3"
"RTF2","Approved symbol","RTF2","replication termination factor 2","HGNC:15890","20q13.31"
"GABRA1","Approved symbol","GABRA1","gamma-aminobutyric acid type A receptor subunit alpha1","HGNC:4075","5q34"
"NLRP2","Approved symbol","NLRP2","NLR family pyrin domain containing 2","HGNC:22948","19q13.42"
"SLC45A4","Approved symbol","SLC45A4","solute carrier family 45 member 4","HGNC:29196","8q24.3"
"RNF10","Approved symbol","RNF10","ring finger protein 10","HGNC:10055","12q24.31"
"ZNF839","Approved symbol","ZNF839","zinc finger protein 839","HGNC:20345","14q32.31"
"ZDHHC6","Approved symbol","ZDHHC6","zDHHC palmitoyltransferase 6","HGNC:19160","10q25.2"
"GRAMD1B","Approved symbol","GRAMD1B","GRAM domain containing 1B","HGNC:29214","11q24.1"
"RNH1","Approved symbol","RNH1","ribonuclease/angiogenin inhibitor 1","HGNC:10074","11p15.5"
"RNH1","Alias symbol","RNASEH1P1","ribonuclease H1 pseudogene 1","HGNC:10049","17p11.2"
"NDUFS1","Approved symbol","NDUFS1","NADH:ubiquinone oxidoreductase core subunit S1","HGNC:7707","2q33.3"
"RB1CC1","Approved symbol","RB1CC1","RB1 inducible coiled-coil 1","HGNC:15574","8q11.23"
"ERP44","Approved symbol","ERP44","endoplasmic reticulum protein 44","HGNC:18311","9q31.1"
"ALAS1","Approved symbol","ALAS1","5'-aminolevulinate synthase 1","HGNC:396","3p21.2"
"BIRC3","Approved symbol","BIRC3","baculoviral IAP repeat containing 3","HGNC:591","11q22.2"
"AKAP11","Approved symbol","AKAP11","A-kinase anchoring protein 11","HGNC:369","13q14.11"
"GLRX2","Approved symbol","GLRX2","glutaredoxin 2","HGNC:16065","1q31.2"
"SNAPC1","Approved symbol","SNAPC1","small nuclear RNA activating complex polypeptide 1","HGNC:11134","14q23.2"
"DERA","Approved symbol","DERA","deoxyribose-phosphate aldolase","HGNC:24269","12p12.3"
"STRAP","Approved symbol","STRAP","serine/threonine kinase receptor associated protein","HGNC:30796","12p12.3"
"STRAP","Alias symbol","TTC5","tetratricopeptide repeat domain 5","HGNC:19274","14q11.2"
"STRAP","Alias symbol","SRFBP1","serum response factor binding protein 1","HGNC:26333","5q23.1"
"ABCC2","Approved symbol","ABCC2","ATP binding cassette subfamily C member 2","HGNC:53","10q24.2"
"DEF6","Approved symbol","DEF6","DEF6 guanine nucleotide exchange factor","HGNC:2760","6p21.31"
"DEF6","Alias symbol","DEFA6","defensin alpha 6","HGNC:2765","8p23.1"
"PLEKHO1","Approved symbol","PLEKHO1","pleckstrin homology domain containing O1","HGNC:24310","1q21.2"
"GCLM","Approved symbol","GCLM","glutamate-cysteine ligase modifier subunit","HGNC:4312","1p22.1"
"UBR2","Approved symbol","UBR2","ubiquitin protein ligase E3 component n-recognin 2","HGNC:21289","6p21.1"
"EHD2","Approved symbol","EHD2","EH domain containing 2","HGNC:3243","19q13.33"
"DEPDC1","Approved symbol","DEPDC1","DEP domain containing 1","HGNC:22949","1p31.3"
"CCDC28A","Approved symbol","CCDC28A","coiled-coil domain containing 28A","HGNC:21098","6q24.1"
"RRAGD","Approved symbol","RRAGD","Ras related GTP binding D","HGNC:19903","6q15"
"HSF2","Approved symbol","HSF2","heat shock transcription factor 2","HGNC:5225","6q22.31"
"PHF20","Approved symbol","PHF20","PHD finger protein 20","HGNC:16098","20q11.22-q11.23"
"HSD17B6","Approved symbol","HSD17B6","hydroxysteroid 17-beta dehydrogenase 6","HGNC:23316","12q13.3"
"NR1H3","Approved symbol","NR1H3","nuclear receptor subfamily 1 group H member 3","HGNC:7966","11p11.2"
"TYMP","Approved symbol","TYMP","thymidine phosphorylase","HGNC:3148","22q13.33"
"NCAPH2","Approved symbol","NCAPH2","non-SMC condensin II complex subunit H2","HGNC:25071","22q13.33"
"TOMM34","Approved symbol","TOMM34","translocase of outer mitochondrial membrane 34","HGNC:15746","20q13.12"
"SEC63","Approved symbol","SEC63","SEC63 homolog, protein translocation regulator","HGNC:21082","6q21"
"KPNA6","Approved symbol","KPNA6","karyopherin subunit alpha 6","HGNC:6399","1p35.2"
"VIM","Approved symbol","VIM","vimentin","HGNC:12692","10p13"
"RTEL1-TNFRSF6B","Approved symbol","RTEL1-TNFRSF6B","RTEL1-TNFRSF6B readthrough (NMD candidate)","HGNC:44095","20q13.33"
"FAS","Approved symbol","FAS","Fas cell surface death receptor","HGNC:11920","10q23.31"
"FAS","Alias symbol","FASN","fatty acid synthase","HGNC:3594","17q25.3"
"RNASET2","Approved symbol","RNASET2","ribonuclease T2","HGNC:21686","6q27"
"CD44","Approved symbol","CD44","CD44 molecule (IN blood group)","HGNC:1681","11p13"
"KCNG1","Approved symbol","KCNG1","potassium voltage-gated channel modifier subfamily G member 1","HGNC:6248","20q13.13"
"AGPAT4","Approved symbol","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4","HGNC:20885","6q26"
"SLAMF7","Approved symbol","SLAMF7","SLAM family member 7","HGNC:21394","1q23.3"
"BTN3A1","Approved symbol","BTN3A1","butyrophilin subfamily 3 member A1","HGNC:1138","6p22.2"
"MIPEP","Approved symbol","MIPEP","mitochondrial intermediate peptidase","HGNC:7104","13q12.12"
"PRKCH","Approved symbol","PRKCH","protein kinase C eta","HGNC:9403","14q23.1"
"INSRR","Approved symbol","INSRR","insulin receptor related receptor","HGNC:6093","1q23.1"
"IFNGR1","Approved symbol","IFNGR1","interferon gamma receptor 1","HGNC:5439","6q23.3"
"B4GALT7","Approved symbol","B4GALT7","beta-1,4-galactosyltransferase 7","HGNC:930","5q35.3"
"SH2D2A","Approved symbol","SH2D2A","SH2 domain containing 2A","HGNC:10821","1q23.1"
"VRK2","Approved symbol","VRK2","VRK serine/threonine kinase 2","HGNC:12719","2p16.1"
"TNFRSF1B","Approved symbol","TNFRSF1B","TNF receptor superfamily member 1B","HGNC:11917","1p36.22"
"VEZT","Approved symbol","VEZT","vezatin, adherens junctions transmembrane protein","HGNC:18258","12q22"
"POU2F2","Approved symbol","POU2F2","POU class 2 homeobox 2","HGNC:9213","19q13.2"
"BRD9","Approved symbol","BRD9","bromodomain containing 9","HGNC:25818","5p15.33"
"SNX1","Approved symbol","SNX1","sorting nexin 1","HGNC:11172","15q22.31"
"TBPL1","Approved symbol","TBPL1","TATA-box binding protein like 1","HGNC:11589","6q23.2"
"BMAL2","Approved symbol","BMAL2","basic helix-loop-helix ARNT like 2","HGNC:18984","12p11.23"
"BCLAF1","Approved symbol","BCLAF1","BCL2 associated transcription factor 1","HGNC:16863","6q23.3"
"SLC39A9","Approved symbol","SLC39A9","solute carrier family 39 member 9","HGNC:20182","14q24.1"
"ANK1","Approved symbol","ANK1","ankyrin 1","HGNC:492","8p11.21"
"IBSP","Approved symbol","IBSP","integrin binding sialoprotein","HGNC:5341","4q22.1"
"TFB1M","Approved symbol","TFB1M","transcription factor B1, mitochondrial","HGNC:17037","6q25.3"
"RABEP1","Approved symbol","RABEP1","rabaptin, RAB GTPase binding effector protein 1","HGNC:17677","17p13.2"
"HMGB3","Approved symbol","HMGB3","high mobility group box 3","HGNC:5004","Xq28"
"NUP160","Approved symbol","NUP160","nucleoporin 160","HGNC:18017","11p11.2"
