sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"ARPC4-TTLL3","Approved symbol","ARPC4-TTLL3","ARPC4-TTLL3 readthrough","HGNC:38830","3p25.3"
"MSANTD3-TMEFF1","Approved symbol","MSANTD3-TMEFF1","MSANTD3-TMEFF1 readthrough","HGNC:38838","9q31.1"
"RBM14-RBM4","Approved symbol","RBM14-RBM4","RBM14-RBM4 readthrough","HGNC:38840","11q13.2"
"CENPS-CORT","Approved symbol","CENPS-CORT","CENPS-CORT readthrough","HGNC:38843","1p36.22"
"ATP5MF-PTCD1","Approved symbol","ATP5MF-PTCD1","ATP5MF-PTCD1 readthrough","HGNC:38844","7q22.1"
"ABHD14A-ACY1","Approved symbol","ABHD14A-ACY1","ABHD14A-ACY1 readthrough","HGNC:38856","3p21.2"
"CCDC169-SOHLH2","Approved symbol","CCDC169-SOHLH2","CCDC169-SOHLH2 readthrough","HGNC:38866","13q13.3"
"RNF103-CHMP3","Approved symbol","RNF103-CHMP3","RNF103-CHMP3 readthrough","HGNC:38847","2p11.2"
"SMIM35","Approved symbol","SMIM35","small integral membrane protein 35","HGNC:44179","11q23.3"
"STIMATE-MUSTN1","Approved symbol","STIMATE-MUSTN1","STIMATE-MUSTN1 readthrough","HGNC:38834","3p21.1"
"EPPIN-WFDC6","Approved symbol","EPPIN-WFDC6","EPPIN-WFDC6 readthrough","HGNC:38825","20q13.12"
"ARPIN-AP3S2","Approved symbol","ARPIN-AP3S2","ARPIN-AP3S2 readthrough","HGNC:38824","15q26.1"
"NT5C1B-RDH14","Approved symbol","NT5C1B-RDH14","NT5C1B-RDH14 readthrough","HGNC:38831","2p24.2"
"PHOSPHO2-KLHL23","Unmatched","","","",""
"FPGT-TNNI3K","Approved symbol","FPGT-TNNI3K","FPGT-TNNI3K readthrough","HGNC:42952","1p31.1"
"RPL17-C18orf32","Approved symbol","RPL17-C18orf32","RPL17-C18orf32 readthrough","HGNC:44661","18q21.1"
"TGIF2-RAB5IF","Approved symbol","TGIF2-RAB5IF","TGIF2-RAB5IF readthrough","HGNC:44664","20q11.23"
"GIMAP1-GIMAP5","Approved symbol","GIMAP1-GIMAP5","GIMAP1-GIMAP5 readthrough","HGNC:51257","7q36.1"
"PMF1-BGLAP","Approved symbol","PMF1-BGLAP","PMF1-BGLAP readthrough","HGNC:42953","1q22"
"TLCD4-RWDD3","Approved symbol","TLCD4-RWDD3","TLCD4-RWDD3 readthrough","HGNC:49388","1p21.3"
"SAA2-SAA4","Approved symbol","SAA2-SAA4","SAA2-SAA4 readthrough","HGNC:39550","11p15.1"
"FAM187A","Approved symbol","FAM187A","family with sequence similarity 187 member A","HGNC:35153","17q21.31"
"ST20-MTHFS","Approved symbol","ST20-MTHFS","ST20-MTHFS readthrough","HGNC:44655","15q25.1"
"POC1B-GALNT4","Approved symbol","POC1B-GALNT4","POC1B-GALNT4 readthrough","HGNC:42957","12q21.33"
"KLRC4-KLRK1","Approved symbol","KLRC4-KLRK1","KLRC4-KLRK1 readthrough","HGNC:48357","12p13.2"
"ARMCX5-GPRASP2","Approved symbol","ARMCX5-GPRASP2","ARMCX5-GPRASP2 readthrough","HGNC:42000","Xq22.1"
"NEDD8-MDP1","Approved symbol","NEDD8-MDP1","NEDD8-MDP1 readthrough","HGNC:39551","14q12"
"BCL2L2-PABPN1","Approved symbol","BCL2L2-PABPN1","BCL2L2-PABPN1 readthrough","HGNC:42959","14q11.2"
"RPL36A-HNRNPH2","Approved symbol","RPL36A-HNRNPH2","RPL36A-HNRNPH2 readthrough","HGNC:48349","Xq22.1"
"CORO7-PAM16","Approved symbol","CORO7-PAM16","CORO7-PAM16 readthrough","HGNC:44424","16p13.3"
"ZNF559-ZNF177","Approved symbol","ZNF559-ZNF177","ZNF559-ZNF177 readthrough","HGNC:42964","19p13.2"
"RPS10-NUDT3","Approved symbol","RPS10-NUDT3","RPS10-NUDT3 readthrough","HGNC:49181","6p21.31"
"ZNF816-ZNF321P","Approved symbol","ZNF816-ZNF321P","ZNF816-ZNF321P readthrough","HGNC:38879","19q13.41"
"HSPE1-MOB4","Approved symbol","HSPE1-MOB4","HSPE1-MOB4 readthrough","HGNC:49184","2q33.1"
"CKLF-CMTM1","Approved symbol","CKLF-CMTM1","CKLF-CMTM1 readthrough","HGNC:39977","16q21"
"SYNJ2BP-COX16","Approved symbol","SYNJ2BP-COX16","SYNJ2BP-COX16 readthrough","HGNC:48350","14q24.2"
"CHURC1-FNTB","Approved symbol","CHURC1-FNTB","CHURC1-FNTB readthrough","HGNC:42960","14q23.3"
"AP1M2","Approved symbol","AP1M2","adaptor related protein complex 1 subunit mu 2","HGNC:558","19p13.2"
"NDUFC2-KCTD14","Approved symbol","NDUFC2-KCTD14","NDUFC2-KCTD14 readthrough","HGNC:42956","11q14.1"
"COMMD3-BMI1","Approved symbol","COMMD3-BMI1","COMMD3-BMI1 readthrough","HGNC:48326","10p12.2"
"MICOS10-NBL1","Approved symbol","MICOS10-NBL1","MICOS10-NBL1 readthrough","HGNC:48338","1p36.13"
"C8orf44-SGK3","Approved symbol","C8orf44-SGK3","C8orf44-SGK3 readthrough","HGNC:48354","8q13.1"
"ZHX1-C8orf76","Approved symbol","ZHX1-C8orf76","ZHX1-C8orf76 readthrough","HGNC:42975","8q24.13"
"KRTAP29-1","Approved symbol","KRTAP29-1","keratin associated like protein 29-1","HGNC:34211","17q21.2"
"FXYD6-FXYD2","Approved symbol","FXYD6-FXYD2","FXYD6-FXYD2 readthrough","HGNC:39978","11q23.3"
"ZNF664-RFLNA","Unmatched","","","",""
"BIVM-ERCC5","Approved symbol","BIVM-ERCC5","BIVM-ERCC5 readthrough","HGNC:43690","13q33.1"
"TVP23C-CDRT4","Approved symbol","TVP23C-CDRT4","TVP23C-CDRT4 readthrough","HGNC:42961","17p12"
"RBAK-RBAKDN","Approved symbol","RBAK-RBAKDN","RBAK-RBAKDN readthrough","HGNC:42971","7p22.1"
"LOC100533997","Unmatched","","","",""
"TNFAIP8L2-SCNM1","Unmatched","","","",""
"URGCP-MRPS24","Approved symbol","URGCP-MRPS24","URGCP-MRPS24 readthrough","HGNC:49188","7p13"
"ISY1-RAB43","Approved symbol","ISY1-RAB43","ISY1-RAB43 readthrough","HGNC:42969","3q21.3"
"UBA2","Approved symbol","UBA2","ubiquitin like modifier activating enzyme 2","HGNC:30661","19q13.11"
"SAE1","Approved symbol","SAE1","SUMO1 activating enzyme subunit 1","HGNC:30660","19q13.32"
"FARSB","Approved symbol","FARSB","phenylalanyl-tRNA synthetase subunit beta","HGNC:17800","2q36.1"
"ABCC5","Approved symbol","ABCC5","ATP binding cassette subfamily C member 5","HGNC:56","3q27.1"
"ABCB6","Approved symbol","ABCB6","ATP binding cassette subfamily B member 6 (LAN blood group)","HGNC:47","2q35"
"DNM1L","Approved symbol","DNM1L","dynamin 1 like","HGNC:2973","12p11.21"
"CDH8","Approved symbol","CDH8","cadherin 8","HGNC:1767","16q21"
"ABCC9","Approved symbol","ABCC9","ATP binding cassette subfamily C member 9","HGNC:60","12p12.1"
"ABCF2","Approved symbol","ABCF2","ATP binding cassette subfamily F member 2","HGNC:71","7q36.1"
"NR1H3","Approved symbol","NR1H3","nuclear receptor subfamily 1 group H member 3","HGNC:7966","11p11.2"
"COX17","Approved symbol","COX17","cytochrome c oxidase copper chaperone COX17","HGNC:2264","3q13.33"
"FAM47E-STBD1","Approved symbol","FAM47E-STBD1","FAM47E-STBD1 readthrough","HGNC:44667","4q21.1"
"TIMM23B","Approved symbol","TIMM23B","translocase of inner mitochondrial membrane 23 homolog B","HGNC:23581","10q11.23"
"LOC100652777","Unmatched","","","",""
"KIAA2012","Approved symbol","KIAA2012","KIAA2012","HGNC:51250","2q33.1"
"LOC100653133","Unmatched","","","",""
"CEP295NL","Approved symbol","CEP295NL","CEP295 N-terminal like","HGNC:44659","17q25.3"
"SCAMP2","Approved symbol","SCAMP2","secretory carrier membrane protein 2","HGNC:10564","15q24.1"
"SCAMP3","Approved symbol","SCAMP3","secretory carrier membrane protein 3","HGNC:10565","1q22"
"IL18BP","Approved symbol","IL18BP","interleukin 18 binding protein","HGNC:5987","11q13.4"
"RWDD2B","Approved symbol","RWDD2B","RWD domain containing 2B","HGNC:1302","21q21.3"
"CDH9","Approved symbol","CDH9","cadherin 9","HGNC:1768","5p14.1"
"MUC12","Approved symbol","MUC12","mucin 12, cell surface associated","HGNC:7510","7q22.1"
"DPP3","Approved symbol","DPP3","dipeptidyl peptidase 3","HGNC:3008","11q13.2"
"SNUPN","Approved symbol","SNUPN","snurportin 1","HGNC:14245","15q24.2"
"HUWE1","Approved symbol","HUWE1","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1","HGNC:30892","Xp11.22"
"PTPRU","Approved symbol","PTPRU","protein tyrosine phosphatase receptor type U","HGNC:9683","1p35.3"
"TSPAN32","Approved symbol","TSPAN32","tetraspanin 32","HGNC:13410","11p15.5"
"TSSC4","Approved symbol","TSSC4","tumor suppressing subtransferable candidate 4","HGNC:12386","11p15.5"
"ATP9A","Approved symbol","ATP9A","ATPase phospholipid transporting 9A (putative)","HGNC:13540","20q13.2"
"CDH10","Approved symbol","CDH10","cadherin 10","HGNC:1749","5p14.2-p14.1"
"PDCD7","Approved symbol","PDCD7","programmed cell death 7","HGNC:8767","15q22.31"
"GPC6","Approved symbol","GPC6","glypican 6","HGNC:4454","13q31.3-q32.1"
"MYZAP","Approved symbol","MYZAP","myocardial zonula adherens protein","HGNC:43444","15q21.3"
"USH1C","Approved symbol","USH1C","USH1 protein network component harmonin","HGNC:12597","11p15.1"
"PQBP1","Approved symbol","PQBP1","polyglutamine binding protein 1","HGNC:9330","Xp11.23"
"EDIL3","Approved symbol","EDIL3","EGF like repeats and discoidin domains 3","HGNC:3173","5q14.3"
"HHLA1","Approved symbol","HHLA1","HHLA1 neighbor of OC90","HGNC:4904","8q24.22"
"FSBP","Approved symbol","FSBP","fibrinogen silencer binding protein","HGNC:43653","8q22.1"
"CYP3A7-CYP3A51P","Approved symbol","CYP3A7-CYP3A51P","CYP3A7-CYP3A51P readthrough","HGNC:51504","7q22.1"
"TMEM265","Approved symbol","TMEM265","transmembrane protein 265","HGNC:51241","16p11.2"
"CERT1","Approved symbol","CERT1","ceramide transporter 1","HGNC:2205","5q13.3"
"CCDC200","Approved symbol","CCDC200","coiled-coil domain containing 200","HGNC:43658","17q21.31"
"PTGES3L","Approved symbol","PTGES3L","prostaglandin E synthase 3 like","HGNC:43943","17q21.31"
"PTGES3L-AARSD1","Approved symbol","PTGES3L-AARSD1","PTGES3L-AARSD1 readthrough","HGNC:43946","17q21.31"
"KCNK7","Approved symbol","KCNK7","potassium two pore domain channel subfamily K member 7","HGNC:6282","11q13.1"
"CDH11","Approved symbol","CDH11","cadherin 11","HGNC:1750","16q21"
"UST","Approved symbol","UST","uronyl 2-sulfotransferase","HGNC:17223","6q25.1"
"ARPC5","Approved symbol","ARPC5","actin related protein 2/3 complex subunit 5","HGNC:708","1q25.3"
"ARPC4","Approved symbol","ARPC4","actin related protein 2/3 complex subunit 4","HGNC:707","3p25.3"
"ARPC3","Approved symbol","ARPC3","actin related protein 2/3 complex subunit 3","HGNC:706","12q24.11"
"ARPC1B","Approved symbol","ARPC1B","actin related protein 2/3 complex subunit 1B","HGNC:704","7q22.1"
"ACTR3","Approved symbol","ACTR3","actin related protein 3","HGNC:170","2q14.1"
"ACTR2","Approved symbol","ACTR2","actin related protein 2","HGNC:169","2p14"
"TSPAN5","Approved symbol","TSPAN5","tetraspanin 5","HGNC:17753","4q23"
"TSPAN3","Approved symbol","TSPAN3","tetraspanin 3","HGNC:17752","15q24.3"
"POTEB","Approved symbol","POTEB","POTE ankyrin domain family member B","HGNC:33734","15q11.2"
"CTXND1","Approved symbol","CTXND1","cortexin domain containing 1","HGNC:50507","15q25.1"
"CTXND2","Approved symbol","CTXND2","cortexin domain containing 2","HGNC:53440","1q21.3"
"LOC100996598","Unmatched","","","",""
"TCP11X1","Approved symbol","TCP11X1","t-complex 11 family, X-linked 1","HGNC:48369","Xq22.1"
"TCP11X2","Approved symbol","TCP11X2","t-complex 11 family, X-linked 2","HGNC:48335","Xq22.1"
"SPEGNB","Approved symbol","SPEGNB","SPEG neighbor","HGNC:51251","2q35"
"LOC100996696","Unmatched","","","",""
"LOC100996701","Unmatched","","","",""
"NOTCH2NLC","Approved symbol","NOTCH2NLC","notch 2 N-terminal like C","HGNC:53924","1q21.2"
"SPDYE11","Approved symbol","SPDYE11","speedy/RINGO cell cycle regulator family member E11","HGNC:51507","7q11.23"
"NPY4R2","Approved symbol","NPY4R2","neuropeptide Y receptor Y4-2","HGNC:52383","10q11.22"
"NOTCH2NLB","Approved symbol","NOTCH2NLB","notch 2 N-terminal like B","HGNC:53923","1q21.2"
"FMC1-LUC7L2","Approved symbol","FMC1-LUC7L2","FMC1-LUC7L2 readthrough","HGNC:44671","7q34"
"PYURF","Approved symbol","PYURF","PIGY upstream open reading frame","HGNC:44317","4q22.1"
"ADAM8","Approved symbol","ADAM8","ADAM metallopeptidase domain 8","HGNC:215","10q26.3"
"CDH12","Approved symbol","CDH12","cadherin 12","HGNC:1751","5p14.3"
"TSPAN2","Approved symbol","TSPAN2","tetraspanin 2","HGNC:20659","1p13.2"
"NUBP2","Approved symbol","NUBP2","NUBP iron-sulfur cluster assembly factor 2, cytosolic","HGNC:8042","16p13.3"
"TSFM","Approved symbol","TSFM","Ts translation elongation factor, mitochondrial","HGNC:12367","12q14.1"
"TSPAN1","Approved symbol","TSPAN1","tetraspanin 1","HGNC:20657","1p34.1"
"PPIF","Approved symbol","PPIF","peptidylprolyl isomerase F","HGNC:9259","10q22.3"
"LOC101059915","Unmatched","","","",""
"GOLGA8R","Approved symbol","GOLGA8R","golgin A8 family member R","HGNC:44407","15q13.2"
"NPIPA7","Approved symbol","NPIPA7","nuclear pore complex interacting protein family member A7","HGNC:41982","16p13.11"
"SAXO3","Approved symbol","SAXO3","stabilizer of axonemal microtubules 3","HGNC:56771","19q13.33"
"NPIPA8","Approved symbol","NPIPA8","nuclear pore complex interacting protein family member A8","HGNC:41983","16p12.3"
"CTDSP2","Approved symbol","CTDSP2","CTD small phosphatase 2","HGNC:17077","12q14.1"
"ZNF891","Approved symbol","ZNF891","zinc finger protein 891","HGNC:38709","12q24.33"
"CT45A7","Approved symbol","CT45A7","cancer/testis antigen family 45 member A7","HGNC:51260","Xq26.3"
"LOC101060212","Unmatched","","","",""
"NBPF19","Approved symbol","NBPF19","NBPF member 19","HGNC:31999","1q21.2"
"OPN1MW3","Approved symbol","OPN1MW3","opsin 1, medium wave sensitive 3","HGNC:51831","Xq28"
"HNRNPCL4","Approved symbol","HNRNPCL4","heterogeneous nuclear ribonucleoprotein C like 4","HGNC:51333","1p36.21"
"TBC1D3G","Approved symbol","TBC1D3G","TBC1 domain family member 3G","HGNC:29860","17q12"
"LOC101060341","Unmatched","","","",""
"TBC1D3K","Approved symbol","TBC1D3K","TBC1 domain family member 3K","HGNC:51245","17q12"
"TBC1D3L","Approved symbol","TBC1D3L","TBC1 domain family member 3L","HGNC:51246","17q12"
"TBC1D3D","Approved symbol","TBC1D3D","TBC1 domain family member 3D","HGNC:28944","17q12"
"NBPF26","Approved symbol","NBPF26","NBPF member 26","HGNC:49571","1p11.2"
"TRIM10","Approved symbol","TRIM10","tripartite motif containing 10","HGNC:10072","6p22.1"
"ARPC2","Approved symbol","ARPC2","actin related protein 2/3 complex subunit 2","HGNC:705","2q35"
"SGK2","Approved symbol","SGK2","serum/glucocorticoid regulated kinase 2","HGNC:13900","20q13.12"
"SGK2","Previous symbol","SGK3","serum/glucocorticoid regulated kinase family member 3","HGNC:10812","8q13.1"
"RAD50","Approved symbol","RAD50","RAD50 double strand break repair protein","HGNC:9816","5q31.1"
"KIF20A","Approved symbol","KIF20A","kinesin family member 20A","HGNC:9787","5q31.2"
"PREB","Approved symbol","PREB","prolactin regulatory element binding","HGNC:9356","2p23.3"
"HIPK3","Approved symbol","HIPK3","homeodomain interacting protein kinase 3","HGNC:4915","11p13"
"FEM1B","Approved symbol","FEM1B","fem-1 homolog B","HGNC:3649","15q23"
"ENAM","Approved symbol","ENAM","enamelin","HGNC:3344","4q13.3"
"CDH13","Approved symbol","CDH13","cadherin 13","HGNC:1753","16q23.3"
"ACTR1B","Approved symbol","ACTR1B","actin related protein 1B","HGNC:168","2q11.2"
"ACTR1A","Approved symbol","ACTR1A","actin related protein 1A","HGNC:167","10q24.32"
"ARL4C","Approved symbol","ARL4C","ARF like GTPase 4C","HGNC:698","2q37.1"
"ARL4A","Approved symbol","ARL4A","ARF like GTPase 4A","HGNC:695","7p21.3"
"RASGRP1","Approved symbol","RASGRP1","RAS guanyl releasing protein 1","HGNC:9878","15q14"
"DNAL4","Approved symbol","DNAL4","dynein axonemal light chain 4","HGNC:2955","22q13.1"
"ZNF263","Approved symbol","ZNF263","zinc finger protein 263","HGNC:13056","16p13.3"
"LRPPRC","Approved symbol","LRPPRC","leucine rich pentatricopeptide repeat containing","HGNC:15714","2p21"
"FRY","Approved symbol","FRY","FRY microtubule binding protein","HGNC:20367","13q13.1"
"CDH15","Approved symbol","CDH15","cadherin 15","HGNC:1754","16q24.3"
"PDIA6","Approved symbol","PDIA6","protein disulfide isomerase family A member 6","HGNC:30168","2p25.1"
"TRAP1","Approved symbol","TRAP1","TNF receptor associated protein 1","HGNC:16264","16p13.3"
"TRAP1","Previous symbol","HSP90B2P","heat shock protein 90 beta family member 2, pseudogene","HGNC:12099","15q26.3"
"TRAP1","Alias symbol","TGFBRAP1","transforming growth factor beta receptor associated protein 1","HGNC:16836","2q12.1-q12.2"
"OPTN","Approved symbol","OPTN","optineurin","HGNC:17142","10p13"
"BCAP31","Approved symbol","BCAP31","B cell receptor associated protein 31","HGNC:16695","Xq28"
"NAMPT","Approved symbol","NAMPT","nicotinamide phosphoribosyltransferase","HGNC:30092","7q22.3"
"CELA3A","Approved symbol","CELA3A","chymotrypsin like elastase 3A","HGNC:15944","1p36.12"
"RBM12","Approved symbol","RBM12","RNA binding motif protein 12","HGNC:9898","20q11.22"
"YAF2","Approved symbol","YAF2","YY1 associated factor 2","HGNC:17363","12q12"
"ARFRP1","Approved symbol","ARFRP1","ARF related protein 1","HGNC:662","20q13.33"
"CDH16","Approved symbol","CDH16","cadherin 16","HGNC:1755","16q22.1"
"TOB1","Approved symbol","TOB1","transducer of ERBB2, 1","HGNC:11979","17q21.33"
"MMP24OS","Approved symbol","MMP24OS","MMP24 opposite strand","HGNC:44421","20q11.22"
"AKAP9","Approved symbol","AKAP9","A-kinase anchoring protein 9","HGNC:379","7q21.2"
"CLEC3A","Approved symbol","CLEC3A","C-type lectin domain family 3 member A","HGNC:2052","16q23.1"
"FAM13A","Approved symbol","FAM13A","family with sequence similarity 13 member A","HGNC:19367","4q22.1"
"G3BP1","Approved symbol","G3BP1","G3BP stress granule assembly factor 1","HGNC:30292","5q33.1"
"SUGP2","Approved symbol","SUGP2","SURP and G-patch domain containing 2","HGNC:18641","19p13"
"EBI3","Approved symbol","EBI3","Epstein-Barr virus induced 3","HGNC:3129","19p13.3"
"ADGRG2","Approved symbol","ADGRG2","adhesion G protein-coupled receptor G2","HGNC:4516","Xp22.13"
"CDH17","Approved symbol","CDH17","cadherin 17","HGNC:1756","8q22.1"
"MBNL2","Approved symbol","MBNL2","muscleblind like splicing regulator 2","HGNC:16746","13q32.1"
"ABI2","Approved symbol","ABI2","abl interactor 2","HGNC:24011","2q33.2"
"CEBPZ","Approved symbol","CEBPZ","CCAAT enhancer binding protein zeta","HGNC:24218","2p22.2"
"PLXNC1","Approved symbol","PLXNC1","plexin C1","HGNC:9106","12q22"
"TRIM28","Approved symbol","TRIM28","tripartite motif containing 28","HGNC:16384","19q13.43"
"RASA4","Approved symbol","RASA4","RAS p21 protein activator 4","HGNC:23181","7q22.1"
"AASS","Approved symbol","AASS","aminoadipate-semialdehyde synthase","HGNC:17366","7q31.32"
"PDZK1IP1","Approved symbol","PDZK1IP1","PDZK1 interacting protein 1","HGNC:16887","1p33"
"ATP6AP2","Approved symbol","ATP6AP2","ATPase H+ transporting accessory protein 2","HGNC:18305","Xp11.4"
"CDH18","Approved symbol","CDH18","cadherin 18","HGNC:1757","5p14.3"
"FARP1","Approved symbol","FARP1","FERM, ARH/RhoGEF and pleckstrin domain protein 1","HGNC:3591","13q32.2"
"LPAR6","Approved symbol","LPAR6","lysophosphatidic acid receptor 6","HGNC:15520","13q14.2"
"LPCAT3","Approved symbol","LPCAT3","lysophosphatidylcholine acyltransferase 3","HGNC:30244","12p13.31"
"WASF2","Approved symbol","WASF2","WASP family member 2","HGNC:12733","1p36.11"
"CHST4","Approved symbol","CHST4","carbohydrate sulfotransferase 4","HGNC:1972","16q22.2"
"SLC25A13","Approved symbol","SLC25A13","solute carrier family 25 member 13","HGNC:10983","7q21.3"
